City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
283,Chulumani,35,BO,1556543592,70,-16.41,-67.53,42.09,4.29
284,Akdepe,0,TM,1556541000,15,42.05,59.39,80.6,13.87
285,Xianyang,0,CN,1556539200,77,34.31,108.72,66.2,4.47
286,Sestri Levante,40,IT,1556543581,36,44.27,9.41,64.0,11.41
287,Ippy,100,CF,1556543593,37,6.26,21.2,93.03,3.02
288,Marsabit,100,KE,1556543593,42,2.34,37.99,93.57,12.46
289,Mian Channun,0,PK,1556543593,7,30.44,72.35,107.25,8.01
290,Cabedelo,40,BR,1556539200,79,-6.97,-34.84,84.2,6.93
291,Kiunga,87,PG,1556543593,93,-6.12,141.3,78.09,2.3
292,Mount Isa,100,AU,1556541000,53,-20.73,139.49,75.2,5.82
293,Rorvik,75,NO,1556543402,100,64.86,11.24,60.8,12.75
294,Bambanglipuro,48,ID,1556543594,78,-7.95,110.28,83.49,10.6
295,Ierapetra,0,GR,1556543466,53,35.01,25.74,73.99,6.93
296,Lasa,20,CY,1556542869,64,34.92,32.53,78.8,9.17
297,Istanbul,0,TR,1556542836,41,41.01,28.95,81.0,5.82
298,Fayaoue,0,NC,1556543314,76,-20.65,166.53,75.39,22.44
299,Villa Rica,100,PE,1556543594,45,-10.74,-75.27,63.51,3.0
300,Mogadishu,75,SO,1556539200,62,2.04,45.34,89.6,9.17
301,College,1,US,1556543459,55,64.86,-147.8,37.99,3.44
302,Pevek,84,RU,1556543595,94,69.7,170.27,23.01,9.8
303,Chauk,56,MM,1556543595,19,20.89,94.82,102.39,11.5
304,Biltine,0,TD,1556543595,7,14.53,20.93,105.45,1.99
305,Goure,72,NE,1556543595,4,13.98,10.27,104.37,10.45
306,Sao Paulo de Olivenca,92,BR,1556543595,95,-3.38,-68.87,76.29,0.85
307,Riyadh,0,SA,1556539200,18,24.63,46.72,89.6,11.41
308,Edd,0,ER,1556543595,21,13.93,41.69,105.27,16.82
309,Biggar,80,GB,1556543566,67,55.62,-3.52,60.8,9.17
310,Viedma,0,AR,1556543299,39,-40.81,-62.99,58.47,21.16
311,Aklavik,40,CA,1556539200,78,68.22,-135.01,17.6,8.05
312,Topolobampo,73,MX,1556542576,96,25.6,-109.05,66.0,4.0
313,Maragogi,100,BR,1556543305,73,-9.01,-35.22,83.85,2.48
314,Hay River,75,CA,1556539200,79,60.82,-115.79,24.8,6.93
315,Port Hardy,20,CA,1556539200,81,50.7,-127.42,32.0,2.24
316,Sibolga,59,ID,1556543596,68,1.74,98.78,85.11,1.3
317,Alexandria,90,US,1556543523,94,31.31,-92.44,68.0,5.5
318,Vigrestad,0,NO,1556543419,58,58.57,5.7,63.0,11.41
319,Moindou,0,NC,1556541000,82,-21.69,165.68,64.4,17.65
320,Aksu,40,KZ,1556541000,23,52.04,76.93,73.4,17.9
321,Pernik,20,BG,1556543469,40,42.61,23.03,73.0,3.36
322,Batsfjord,40,NO,1556540400,59,70.63,29.72,37.4,3.36
323,Sao Jose da Coroa Grande,100,BR,1556543597,73,-8.9,-35.15,83.85,2.48
324,Palu,97,ID,1556543597,92,-0.9,119.87,75.75,4.83
325,Ahipara,7,NZ,1556543477,100,-35.17,173.16,52.0,24.94
326,La Romana,40,DO,1556539200,94,18.43,-68.97,80.6,6.93
327,Zalantun,70,CN,1556543598,50,48.0,122.72,55.59,6.98
328,Litovko,67,RU,1556543598,58,49.24,135.18,54.87,4.38
329,Kavaratti,61,IN,1556543598,78,10.57,72.64,85.83,11.9
330,Nyagan,93,RU,1556543598,74,62.14,65.43,24.81,10.31
331,Brae,40,GB,1556540400,66,60.4,-1.35,53.6,4.7
332,Ekibastuz,59,KZ,1556543598,33,51.72,75.32,71.07,15.82
333,Leningradskiy,98,RU,1556543599,93,69.38,178.42,29.85,1.57
334,Narsaq,75,GL,1556538600,74,60.91,-46.05,37.4,2.24
335,Bilibino,68,RU,1556543599,96,68.06,166.44,9.87,3.78
336,Jiangyou,100,CN,1556543599,66,31.78,104.73,60.99,1.77
337,Thompson,20,CA,1556539200,67,55.74,-97.86,23.0,2.24
338,Tchamba,100,TG,1556543599,43,9.03,1.42,96.63,7.14
339,Naryan-Mar,100,RU,1556543599,89,67.67,53.09,28.95,15.5
340,Ewa Beach,90,US,1556543542,88,21.32,-158.01,73.4,13.87
341,Kutum,9,SD,1556543600,7,14.2,24.66,93.75,4.07
342,Kirakira,100,SB,1556543600,79,-10.46,161.92,81.51,5.57
343,Kandi,99,BJ,1556543600,24,11.13,2.93,108.15,3.69
344,Bathsheba,40,BB,1556539200,66,13.22,-59.52,84.2,14.99
345,Muros,20,ES,1556543542,18,42.77,-9.06,73.99,3.36
346,Sol-Iletsk,1,RU,1556543600,41,51.16,55.0,45.33,16.67
347,Marsa Matruh,75,EG,1556539200,68,31.35,27.25,71.6,12.75
348,Custoias,89,PT,1556542818,5,41.11,-7.32,78.01,3.0
349,Nemuro,12,JP,1556543601,66,43.32,145.57,45.15,11.36
350,Codrington,16,AU,1556543364,93,-28.95,153.24,66.2,2.73
351,Drummondville,1,CA,1556543545,47,45.89,-72.5,41.0,9.17
352,Rio Gallegos,40,AR,1556539200,65,-51.62,-69.22,39.2,26.4
353,Chicama,90,PE,1556539200,82,-7.84,-79.15,68.0,6.93
354,Prince Rupert,1,CA,1556539200,86,54.32,-130.32,39.2,4.7
355,Torrington,1,US,1556543592,54,42.06,-104.18,28.99,6.93
356,Solnechnyy,16,RU,1556543602,46,50.72,136.64,53.61,5.53
357,Naze,75,NG,1556539200,74,5.43,7.07,86.0,17.22
358,Moroni,61,US,1556543291,72,39.52,-111.59,44.01,4.79
359,Nambucca Heads,28,AU,1556543597,88,-30.64,152.99,62.6,1.12
360,Gat,0,SN,1556541000,33,14.69,-16.54,87.8,24.16
361,Pecos,1,US,1556543538,93,31.42,-103.49,64.4,5.82
362,Tadine,15,NC,1556543602,74,-21.55,167.88,74.49,18.03
363,Tazovskiy,71,RU,1556543603,94,67.47,78.7,8.97,4.7
364,Dongsheng,100,CN,1556543603,71,29.72,112.52,61.89,5.48
365,Ambilobe,46,MG,1556543603,65,-13.19,49.05,87.81,2.59
366,Shar,89,NG,1556543603,40,7.3,8.73,98.61,5.99
367,High Level,1,CA,1556539200,86,58.52,-117.13,26.6,2.24
368,Grand Gaube,75,MU,1556543343,69,-20.01,57.66,82.4,16.11
369,Kantang,20,TH,1556539200,94,7.42,99.52,77.0,4.7
370,Pozo Colorado,0,PY,1556543604,86,-23.49,-58.8,65.67,4.43
371,Half Moon Bay,90,US,1556543601,81,37.46,-122.43,55.4,13.87
372,Itacarambi,0,BR,1556543604,64,-15.1,-44.09,77.55,2.93
373,Raduzhnyy,76,RU,1556543604,80,62.1,77.47,23.37,18.1
374,Aranos,0,NA,1556543604,18,-24.14,19.11,86.37,11.41
375,Linjiang,90,CN,1556543604,86,41.81,126.91,43.89,2.01
376,Celestun,22,MX,1556543604,82,20.87,-90.4,78.27,18.14
377,Berezayka,40,RU,1556543604,23,57.99,33.91,53.43,2.93
378,Kropotkin,38,RU,1556543605,44,45.43,40.58,71.07,11.03
379,Yanam,41,IN,1556543605,36,16.73,82.22,97.71,13.2
380,Port Townsend,1,US,1556543472,70,48.12,-122.76,46.99,8.05
381,Rostock,20,DE,1556540400,62,54.09,12.13,57.2,11.41
382,Ranong,75,TH,1556539200,88,9.96,98.62,80.6,4.7
383,Mandan,90,US,1556543601,92,46.83,-100.89,33.01,23.04
384,Tabuleiro do Norte,100,BR,1556543605,78,-5.24,-38.13,80.43,1.97
385,Puerto Vallarta,75,MX,1556543409,94,20.61,-105.23,72.0,2.19
386,Opuwo,4,NA,1556543605,12,-18.06,13.84,92.49,8.97
387,Iisalmi,0,FI,1556540400,37,63.56,27.19,51.8,4.7
388,Hailar,71,CN,1556543606,18,49.2,119.7,60.45,6.2
389,Kaitangata,53,NZ,1556543569,85,-46.28,169.85,42.01,7.0
390,Slave Lake,1,CA,1556539200,92,55.28,-114.77,21.2,2.24
391,Clyde River,75,CA,1556539200,78,70.47,-68.59,17.6,4.7
392,Issia,100,CI,1556543606,61,6.49,-6.58,87.99,4.05
393,Lukiv,100,UA,1556543437,10,51.05,25.4,57.0,5.99
394,Shitanjing,100,CN,1556543512,15,39.23,106.34,54.0,3.0
395,Yima,38,CN,1556543607,62,34.75,111.87,57.57,4.61
396,Chapais,1,CA,1556539200,72,49.78,-74.86,17.6,10.29
397,Innoshima,75,JP,1556543556,93,34.28,133.18,60.01,9.17
398,Khani,75,GE,1556541000,56,41.96,42.96,68.0,12.75
399,Carballo,20,ES,1556543602,82,43.21,-8.69,73.99,8.05
400,Inirida,100,CO,1556543607,79,3.87,-67.92,79.17,1.1
401,Coihaique,20,CL,1556539200,69,-45.58,-72.07,39.2,3.36
402,Mahibadhoo,90,MV,1556543608,76,3.78,72.97,86.19,15.19
403,Verkhnevilyuysk,50,RU,1556543608,63,63.45,120.31,24.09,2.8
404,Lucenec,75,SK,1556543526,58,48.33,19.67,59.0,4.7
405,Kieta,99,PG,1556543608,70,-6.22,155.63,83.85,2.17
406,Ostrovnoy,39,RU,1556543608,68,68.05,39.51,31.65,6.91
407,San Andres,37,PH,1556543608,78,13.32,122.68,80.97,3.11
408,Tajao,40,PH,1556539200,74,10.31,123.58,84.2,5.82
409,Nabire,100,ID,1556543609,99,-3.36,135.5,72.15,1.66
410,Spearfish,90,US,1556543373,86,44.49,-103.86,34.0,18.34
411,Svetlaya,100,RU,1556543609,58,46.54,138.33,50.91,3.74
412,Coahuayana,76,MX,1556543609,37,18.62,-100.35,75.93,2.84
413,Sitka,22,US,1556542865,79,37.17,-99.65,51.01,15.01
414,Boueni,75,YT,1556541000,74,-12.9,45.08,87.8,3.36
415,Kuytun,100,RU,1556543610,72,54.34,101.51,39.21,5.86
416,Ruthin,40,GB,1556543584,58,53.11,-3.31,62.01,9.17
417,Marystown,36,CA,1556543260,100,47.17,-55.16,42.01,5.79
418,Poronaysk,1,RU,1556543610,60,49.22,143.1,42.09,2.44
419,Togur,100,RU,1556543610,100,58.36,82.83,42.27,7.74
420,Lufilufi,20,WS,1556543583,94,-13.87,-171.6,77.0,1.97
421,Sinjar,0,SY,1556543610,24,35.59,37.0,81.87,7.65
422,Bedele,53,ET,1556543430,39,8.46,36.35,79.35,3.44
423,Najran,40,SA,1556539200,12,17.54,44.22,100.4,9.17
424,Bud,0,NO,1556542867,67,62.91,6.91,64.4,8.05
425,Marrakesh,40,MA,1556541000,21,31.63,-7.99,93.2,9.17
426,Ketchikan,74,US,1556543611,75,55.34,-131.65,42.09,5.68
427,Verkhnetulomskiy,75,RU,1556541000,51,68.61,31.8,37.4,8.95
428,Victor Harbor,0,AU,1556543532,54,-35.55,138.62,61.0,10.29
429,Port Hedland,73,AU,1556541000,83,-20.31,118.58,75.2,8.05
430,Whitehorse,20,CA,1556542968,53,60.72,-135.06,26.6,4.7
431,Manta,2,RO,1556543335,43,45.1,24.1,65.49,8.41
432,Shunyi,0,CN,1556543584,82,40.13,116.65,71.01,3.98
433,Devils Lake,75,US,1556541300,95,48.11,-98.87,32.0,19.46
434,Mitu,97,IR,1556543612,38,36.2,46.09,63.69,17.07
435,Mpanda,93,TZ,1556543612,60,-6.34,31.07,82.95,4.23
436,Portland,20,US,1556543445,61,45.52,-122.67,48.0,3.36
437,San Julian,40,SV,1556542200,78,13.7,-89.56,80.6,3.36
438,Elko,20,US,1556542884,43,40.83,-115.76,35.6,4.7
439,Farah,0,AF,1556543613,17,32.37,62.11,80.25,18.77
440,Aleksandrov Gay,0,RU,1556543614,37,50.14,48.57,49.83,15.32
441,Huarmey,100,PE,1556543614,95,-10.07,-78.15,67.29,13.51
442,Bima,84,ID,1556543614,95,-8.45,118.73,72.69,2.91
443,Constitucion,100,MX,1556543614,27,23.99,-104.67,50.01,10.33
444,Katsuura,90,JP,1556542717,93,33.93,134.5,55.4,10.29
445,Mayahi,60,NE,1556543615,4,13.95,7.67,106.53,10.13
446,Comodoro Rivadavia,0,AR,1556539200,45,-45.87,-67.48,48.2,26.4
447,Tynda,62,RU,1556543615,41,55.15,124.74,44.07,6.49
448,Acajutla,2,SV,1556543615,67,13.59,-89.83,85.11,8.21
449,Anadyr,90,RU,1556543587,93,64.73,177.51,33.8,22.37
450,Badou,100,TG,1556543615,48,7.58,0.61,93.75,6.31
451,Edwardsville,90,US,1556543379,76,38.81,-89.95,55.0,14.99
452,Belyy Yar,0,RU,1556541000,18,53.6,91.39,62.6,11.18
453,Tautira,75,PF,1556543583,94,-17.73,-149.15,75.2,3.36
454,Jalu,99,LY,1556543616,16,29.03,21.55,91.95,14.85
455,Pincher Creek,1,CA,1556542854,78,49.49,-113.95,17.01,9.17
456,Bay Roberts,40,CA,1556543601,70,47.58,-53.28,48.2,8.05
457,Saposoa,75,PE,1556539200,290,-6.93,-76.77,62.6,2.04
458,Areka,10,ET,1556543617,25,7.07,37.71,93.93,2.62
459,Phalaborwa,19,ZA,1556539200,39,-23.95,31.14,82.4,3.36
460,Krasnyy Kommunar,40,RU,1556541000,48,51.96,55.37,41.0,24.61
461,Marsh Harbour,0,BS,1556543617,84,26.54,-77.06,75.39,13.27
462,Santa Cruz,90,US,1556543317,76,36.97,-122.03,54.0,6.93
463,Kultuk,70,RU,1556543419,35,51.73,103.71,42.01,3.0
464,Ambulu,96,ID,1556543620,80,-8.35,113.61,82.59,9.78
465,Chateaudun,40,FR,1556543436,62,48.08,1.33,59.0,5.82
466,Katol,20,IN,1556541000,12,21.28,78.59,109.4,2.24
467,Wanaka,12,NZ,1556541059,76,-44.7,169.14,36.0,1.01
468,Chandbali,23,IN,1556543621,56,20.77,86.74,93.75,21.7
469,Berlevag,0,NO,1556538600,59,70.86,29.09,37.4,4.7
470,Sibu,75,MY,1556539200,88,2.29,111.83,82.4,2.84
471,Ilulissat,20,GL,1556538600,45,69.22,-51.1,42.8,4.7
472,Samarai,85,PG,1556543621,97,-10.62,150.67,75.21,4.56
473,Sokode,100,TG,1556543622,43,8.98,1.13,96.63,7.14
474,Buritizeiro,46,BR,1556543622,63,-17.37,-44.96,79.71,3.13
475,Kondoros,75,HU,1556543118,67,46.76,20.8,62.01,6.93
476,Churapcha,84,RU,1556543622,73,62.0,132.43,26.43,4.34
477,Manokwari,86,ID,1556543622,73,-0.87,134.08,76.83,5.06
478,Okhotsk,81,RU,1556543622,44,59.36,143.24,37.41,25.46
479,Borovskoy,98,KZ,1556543622,71,53.8,64.15,35.43,13.96
480,General Roca,0,AR,1556539200,50,-39.03,-67.58,51.8,11.41
481,Tsiroanomandidy,0,MG,1556543623,46,-18.77,46.05,83.49,2.04
482,Buala,89,SB,1556543623,75,-8.15,159.59,83.49,4.92
483,Nago,75,IT,1556543602,76,45.88,10.89,60.01,6.93
484,Chegdomyn,16,RU,1556543623,42,51.13,133.04,50.55,3.58
485,Belaya Gora,93,RU,1556543623,89,68.54,146.19,22.83,8.14
486,Tezu,69,IN,1556543623,80,27.93,96.16,71.97,4.03
487,Kattivakkam,100,IN,1556543623,57,13.22,80.32,91.95,13.85
488,Darhan,0,MN,1556543624,26,49.49,105.92,49.83,5.7
489,Goundam,25,ML,1556543624,8,16.42,-3.66,104.91,15.75
490,Tumpat,75,MY,1556539200,79,6.2,102.17,86.0,6.93
491,Talcahuano,0,CL,1556539200,93,-36.72,-73.12,48.2,9.17
492,Punta Alta,75,AR,1556542800,87,-27.46,-55.82,62.6,3.36
493,Noumea,0,NC,1556541000,82,-22.28,166.46,64.4,14.72
494,Avera,1,US,1556543457,82,33.19,-82.53,69.01,3.36
495,Lyndon,90,US,1556543380,100,38.61,-95.68,59.0,6.93
496,Plettenberg Bay,0,ZA,1556543624,21,-34.05,23.37,93.21,0.83
497,Pangoa,100,PE,1556543625,76,-12.12,-73.0,71.43,1.61
498,General Pico,78,AR,1556543625,38,-35.66,-63.75,59.37,13.29
499,Dneprovskaya,27,RU,1556543417,28,45.62,38.81,80.01,3.0
500,Mae Tha,40,TH,1556543338,34,18.46,99.14,97.0,3.36
501,Chipiona,100,PE,1556543625,88,-14.54,-75.2,67.65,4.47
502,Port Hawkesbury,90,CA,1556543459,79,45.62,-61.36,37.99,11.41
503,Uige,75,AO,1556539200,74,-7.61,15.06,80.6,9.17
504,San Patricio,0,PY,1556543626,88,-26.98,-56.83,61.71,2.77
505,Camacha,40,PT,1556543256,68,33.08,-16.33,71.6,16.11
506,Corinto,27,BR,1556543626,74,-18.36,-44.46,78.09,0.16
507,Canby,1,US,1556543484,58,45.26,-122.69,48.0,10.29
508,Lagoa,0,PT,1556543516,37,37.14,-8.45,77.0,8.05
509,Caucaia,40,BR,1556542800,62,-3.73,-38.66,86.0,9.17
510,Chute-aux-Outardes,90,CA,1556543453,46,49.12,-68.38,30.0,12.75
511,Ponta Delgada,90,PT,1556541000,93,37.73,-25.67,62.6,9.17
512,Pompeu,90,BR,1556539200,100,-21.05,-48.85,69.8,4.7
513,Novo Aripuana,99,BR,1556543628,93,-5.12,-60.38,77.55,2.19
514,Miracema do Tocantins,26,BR,1556543628,68,-9.56,-48.4,82.95,3.06
515,Adelaide,0,AU,1556543408,54,-34.93,138.6,63.0,10.29
516,Korsakov,0,RU,1556539200,86,46.63,142.78,37.4,2.24
517,Leh,27,IN,1556543629,20,34.16,77.58,34.53,8.68
518,Verkhniy baskunchak,80,KZ,1556543629,45,48.23,46.72,56.13,13.58
519,Nagorsk,74,RU,1556543629,47,59.32,50.8,35.61,9.64
520,Yugorsk,95,RU,1556543629,61,61.32,63.33,27.87,10.87
521,Salisbury,40,GB,1556543588,67,51.07,-1.8,60.01,10.29
522,Kalianget,40,ID,1556541000,94,-7.35,109.91,78.8,2.24
523,Shakawe,0,BW,1556543630,22,-18.36,21.84,89.43,9.08
524,Laguna,39,MX,1556543630,68,27.52,-110.01,69.63,15.75
525,Lerwick,75,GB,1556540400,71,60.15,-1.15,53.6,3.36
526,Jasmine Estates,1,US,1556543621,100,28.29,-82.69,77.0,13.29
527,Labuhan,100,ID,1556543630,80,-2.54,115.51,74.67,2.42
528,Kalanchak,30,UA,1556543630,37,46.26,33.28,70.17,16.2
529,Arlit,16,NE,1556543630,9,18.74,7.39,104.55,9.31
530,Rawson,0,AR,1556543631,40,-43.3,-65.11,48.57,31.45
531,Belmonte,64,PT,1556542887,46,40.36,-7.35,75.0,3.0
532,North Platte,1,US,1556543160,44,41.12,-100.77,36.0,4.7
533,Enumclaw,1,US,1556543615,100,47.2,-121.99,48.0,3.89
534,Biga,0,TR,1556538600,42,40.23,27.24,80.6,8.05
535,Yulara,75,AU,1556539200,28,-25.24,130.99,71.6,8.05
536,Cleveland,75,US,1556543348,56,41.51,-81.69,45.0,12.75
537,Dingle,74,PH,1556543632,65,11.0,122.67,78.99,6.22
538,Tupik,100,RU,1556543632,62,54.43,119.94,34.53,9.17
539,Kiama,40,AU,1556543593,100,-34.67,150.86,66.0,4.7
540,Christchurch,99,NZ,1556543404,61,-43.53,172.64,46.4,12.75
541,Qaqortoq,75,GL,1556542200,74,60.72,-46.03,37.4,3.36
542,Sambava,9,MG,1556543633,82,-14.27,50.17,78.81,5.68
543,Cairns,75,AU,1556543610,88,-16.92,145.77,73.99,11.41
544,Champerico,5,MX,1556538180,83,16.38,-93.6,73.4,3.36
545,Seoul,1,KR,1556542200,81,37.57,126.98,53.6,1.12
546,Mumford,72,GH,1556543633,63,5.26,-0.76,89.97,8.16
547,Derzhavinsk,99,KZ,1556543633,40,51.1,66.31,64.77,25.57
548,Nicoya,0,CR,1556542814,74,10.15,-85.45,80.6,3.36
549,Sosnovo-Ozerskoye,1,RU,1556543633,35,52.53,111.54,41.55,10.96
550,Poso,100,ID,1556543634,99,-1.4,120.75,64.77,0.94
551,Malinovoye Ozero,83,RU,1556543634,38,51.68,79.77,69.99,13.0
552,Kulachi,67,PK,1556543634,12,31.93,70.46,89.43,12.82
553,Homer,90,US,1556543612,60,59.64,-151.54,43.0,5.82
554,Yemelyanovo,0,RU,1556541000,86,56.17,92.69,37.4,6.71
555,Valley City,90,US,1556541300,100,46.92,-98.0,33.8,10.29
556,Kruisfontein,0,ZA,1556543635,24,-34.0,24.73,90.51,3.29
557,Seidu,81,NG,1556543635,40,8.32,4.47,97.53,6.8
558,Esso,99,RU,1556543636,96,55.93,158.7,17.43,10.42
559,Alihe,42,CN,1556543636,37,50.57,123.73,50.73,4.97
560,Qeshm,0,IR,1556541000,52,26.96,56.27,87.8,20.8
561,Thai Nguyen,75,VN,1556541000,74,21.59,105.84,84.2,9.17
562,Shirokiy,0,RU,1556543636,32,53.87,39.17,48.93,7.11
563,Glomfjord,0,NO,1556542881,66,66.82,13.94,59.0,9.17
564,Benguela,20,AO,1556539200,78,-12.58,13.4,82.4,9.17
565,Gulabpura,0,IN,1556543637,7,25.91,74.66,105.63,11.25
566,Katherine,100,AU,1556541000,74,-14.47,132.26,78.8,7.58
567,Lloydminster,75,CA,1556539200,79,53.28,-110.01,26.6,8.05
568,Bara,75,NG,1556543638,6,10.41,10.6,104.37,3.49
